,Car_name,fueltypes,aspiration,doornumbers,carbody,drivewheels,cylindernumber,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,avg_mpg,price,Estimated price,Residual
26,dodge,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.512948639,1.621001755,1.424493685,1.367099201,2.027541126,1.5040351,0.084857516,0.159122986,0.806792641,1.439718464,2.153215028,1.364054633,2.175736244,2.176217044,-0.0004808
27,dodge,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.512948639,1.621001755,1.424493685,1.367099201,2.027541126,1.5040351,0.084857516,0.159122986,0.806792641,1.439718464,2.153215028,1.364054633,2.190209701,2.176217044,0.013992657
28,dodge,#NAME?,-0.366512921,-0.366512921,-0.366512921,#NAME?,0.32663426,1.512948639,1.621001755,1.424493685,1.367099201,2.040195562,1.522783013,0.103064239,0.199530891,0.707123183,1.531470493,2.153215028,1.298435802,2.203275323,2.213371891,-0.010096568
29,dodge,#NAME?,#NAME?,0.32663426,0.094047828,#NAME?,0.32663426,1.53420505,1.641420502,1.427487745,1.408790823,2.058977182,1.569453285,0.187284892,0.216133912,0.760836746,1.499028409,2.142086849,1.298435802,2.207852712,2.232725983,-0.02487327
30,dodge,#NAME?,-0.366512921,-0.366512921,#NAME?,#NAME?,0.32663426,1.518047357,1.639859836,1.43370021,1.365074562,2.072076432,1.619359729,0.247589379,0.308202496,0.665729811,1.604773801,2.142086849,1.233722036,2.248121681,2.276675505,-0.028553825
31,honda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.495440162,1.604218577,1.424870482,1.368104004,2.007677177,1.508907618,0.065931065,0.204337657,0.816144641,1.401292084,2.137282433,1.46573689,2.172057351,2.142562858,0.029494493
32,honda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.495440162,1.604218577,1.424870482,1.368104004,2.01570832,1.508907618,0.065931065,0.204337657,0.797148341,1.46573689,2.163267248,1.364054633,2.178464547,2.169108195,0.009356352
33,honda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.512948639,1.611562712,1.425246549,1.376929679,2.017019324,1.474636652,0.065931065,0.114825388,0.838344509,1.409606646,2.153215028,1.405493239,2.151060682,2.153408292,-0.00234761
34,honda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.512948639,1.611562712,1.425246549,1.376929679,2.02425162,1.508907618,0.065931065,0.204337657,0.797148341,1.46573689,2.163267248,1.348111486,2.172932917,2.17914943,-0.006216513
35,honda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.512948639,1.611562712,1.425246549,1.376929679,2.025335987,1.508907618,0.065931065,0.204337657,0.797148341,1.46573689,2.163267248,1.348111486,2.182891937,2.180318092,0.002573846
36,honda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.519413202,1.628495396,1.425246549,1.385844435,2.028922947,1.508907618,0.065931065,0.204337657,0.797148341,1.46573689,2.163267248,1.348111486,2.185483077,2.184183883,0.001299194
37,honda,#NAME?,#NAME?,0.32663426,0.094047828,#NAME?,0.32663426,1.519413202,1.620750196,1.424870482,1.402561848,2.029835117,1.508907618,0.06913757,0.204337657,0.797148341,1.46573689,2.163267248,1.348111486,2.185483077,2.185166961,0.000316116
38,honda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.519413202,1.633346481,1.429703279,1.380260275,2.042835107,1.547664709,0.137500651,0.243230687,0.787195008,1.49388054,2.159362688,1.327807078,2.194329828,2.210248404,-0.015918577
39,honda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.519413202,1.633346481,1.429703279,1.380260275,2.045867995,1.547664709,0.137500651,0.243230687,0.787195008,1.49388054,2.159362688,1.327807078,2.209974077,2.213517054,-0.003542977
40,honda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.519413202,1.642305619,1.429703279,1.384000278,2.046711978,1.547664709,0.137500651,0.243230687,0.787195008,1.49388054,2.159362688,1.327807078,2.206911684,2.214426644,-0.00751496
41,honda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.519413202,1.642305619,1.419527607,1.384000278,2.05046175,1.547664709,0.137500651,0.243230687,0.787195008,1.49388054,2.159362688,1.327807078,2.223478423,2.218467904,0.005010519
42,honda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.519413202,1.642305619,1.429703279,1.384000278,2.055398189,1.547664709,0.137500651,0.243230687,0.787195008,1.529337982,2.159362688,1.291320319,2.247966792,2.232613386,0.015353406
43,honda,#NAME?,#NAME?,-0.366512921,-0.366512921,#NAME?,0.32663426,1.519413202,1.635201221,1.43261833,1.369103856,2.046093666,1.547664709,0.137500651,0.243230687,0.792211402,1.527179626,2.153215028,1.308684643,2.224002666,2.221256373,0.002746293
44,isuzu,#NAME?,#NAME?,0.32663426,-0.366512921,-0.366512921,0.32663426,1.514353569,1.637035108,1.416800133,1.38120183,2.048547102,1.549588158,0.179775142,0.159122986,0.760836746,1.471716916,2.137282433,1.294907491,2.177301828,2.214025626,-0.036723798
45,isuzu,#NAME?,#NAME?,-0.366512921,-0.366512921,#NAME?,0.32663426,1.514819457,1.619232741,1.423737888,1.374030395,2.01966904,1.5040351,0.103064239,0.126300196,0.816144641,1.44656486,2.151082232,1.407560699,2.207797242,2.166793263,0.041003979
46,isuzu,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.514819457,1.619232741,1.423737888,1.374030395,2.022121547,1.5040351,0.103064239,0.126300196,0.816144641,1.44656486,2.151082232,1.407560699,2.207797242,2.169436415,0.038360826
47,isuzu,#NAME?,#NAME?,-0.366512921,#NAME?,-0.366512921,0.32663426,1.51827572,1.639186362,1.429703279,1.371088885,2.068572818,1.56425716,0.209093519,0.159122986,0.797148341,1.5040351,2.142086849,1.294907491,2.231089596,2.243622954,-0.012533358
48,jaguar,#NAME?,#NAME?,0.32663426,-0.366512921,-0.366512921,0.583198081,1.553372792,1.667011364,1.445215077,1.377886915,2.117509547,1.714331044,0.254047195,0.356216064,0.738055564,1.6429663,2.136046318,1.162736073,2.340003541,2.347876269,-0.007872728
49,jaguar,#NAME?,#NAME?,0.32663426,-0.366512921,-0.366512921,0.583198081,1.553372792,1.667011364,1.445215077,1.377886915,2.117509547,1.714331044,0.254047195,0.356216064,0.738055564,1.6429663,2.136046318,1.162736073,2.34934419,2.347876269,0.00146792
50,jaguar,#NAME?,#NAME?,-0.366512921,-0.366512921,-0.366512921,0.910235093,1.531470493,1.659357277,1.448571768,1.352485643,2.114020592,1.75559629,0.23438155,0.015115857,0.892959477,1.717097793,2.142086849,1.121043137,2.350543885,2.365569381,-0.015025497
51,maxda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.511532689,1.62324869,1.425996499,1.384000278,2.020796567,1.506487713,0.103064239,0.137500651,0.787195008,1.439718464,2.142086849,1.339651376,2.146568729,2.170510434,-0.023941705
52,maxda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.511532689,1.62324869,1.425996499,1.384000278,2.021495796,1.506487713,0.103064239,0.137500651,0.787195008,1.439718464,2.142086849,1.364054633,2.165071386,2.169987732,-0.004916345
53,mazda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.511532689,1.62324869,1.425996499,1.384000278,2.021843849,1.506487713,0.103064239,0.137500651,0.787195008,1.439718464,2.142086849,1.364054633,2.177468746,2.170362841,0.007105905
54,mazda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.511532689,1.632528362,1.425996499,1.384000278,2.024591569,1.506487713,0.103064239,0.137500651,0.787195008,1.439718464,2.142086849,1.364054633,2.175787124,2.173324154,0.002462969
55,mazda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.511532689,1.632528362,1.425996499,1.384000278,2.02493053,1.506487713,0.117720453,0.137500651,0.787195008,1.439718464,2.142086849,1.364054633,2.187012542,2.173689465,0.013323077
56,mazda,#NAME?,#NAME?,-0.366512921,#NAME?,-0.366512921,-0.366512921,1.516671054,1.635085915,1.431530342,1.361999321,2.050894907,1.44656486,0.184795414,0.165677371,0.806792641,1.529337982,2.163267248,1.208931715,2.230083001,2.220281677,0.009801324
57,mazda,#NAME?,#NAME?,-0.366512921,#NAME?,-0.366512921,-0.366512921,1.516671054,1.635085915,1.431530342,1.361999321,2.050894907,1.44656486,0.184795414,0.165677371,0.806792641,1.529337982,2.163267248,1.208931715,2.238543634,2.220281677,0.018261957
58,mazda,#NAME?,#NAME?,-0.366512921,#NAME?,-0.366512921,-0.366512921,1.516671054,1.635085915,1.431530342,1.361999321,2.051164797,1.44656486,0.184795414,0.165677371,0.806792641,1.529337982,2.163267248,1.208931715,2.253513375,2.220572547,0.032940828
59,mazda,#NAME?,#NAME?,-0.366512921,#NAME?,-0.366512921,-0.366512921,1.516671054,1.635085915,1.431530342,1.361999321,2.057201813,1.477511319,0.184795414,0.165677371,0.806792641,1.590311112,2.163267248,1.198212044,2.267776922,2.243142222,0.024634701
60,mazda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.524554656,1.644932331,1.4344181,1.38213899,2.051164797,1.569453285,0.199530891,0.199530891,0.766287136,1.488583946,2.137282433,1.318462321,2.206911684,2.221221407,-0.014309723
61,mazda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.524554656,1.644932331,1.4344181,1.390381752,2.052504735,1.569453285,0.199530891,0.199530891,0.766287136,1.488583946,2.137282433,1.318462321,2.202458969,2.222665505,-0.020206536
62,mazda,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.524554656,1.644932331,1.4344181,1.38213899,2.051164797,1.569453285,0.199530891,0.199530891,0.766287136,1.488583946,2.137282433,1.318462321,2.226582439,2.221221407,0.005361032
63,mazda,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.524554656,1.644932331,1.4344181,1.390381752,2.052504735,1.569453285,0.199530891,0.199530891,0.766287136,1.488583946,2.137282433,1.318462321,2.22295135,2.222665505,0.000285845
64,mazda,-0.366512921,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.524554656,1.644932331,1.4344181,1.390381752,2.054249632,1.569453285,0.199530891,0.199530891,1.138590703,1.425246549,2.133529848,1.396999671,2.228598166,2.208082657,0.020515509
65,mazda,#NAME?,#NAME?,0.32663426,#NAME?,#NAME?,0.32663426,1.524554656,1.644932331,1.4344181,1.390381752,2.053301191,1.569453285,0.199530891,0.199530891,0.766287136,1.488583946,2.137282433,1.318462321,2.232986202,2.223523873,0.009462328
66,mazda,#NAME?,#NAME?,0.32663426,-0.366512921,-0.366512921,0.32663426,1.537513788,1.641863664,1.432979632,1.385384986,2.065575064,1.59769775,0.280973841,0.140259234,0.732099368,1.56600663,2.142086849,1.247388578,2.283765393,2.258865694,0.024899698
67,mazda,-0.366512921,#NAME?,0.32663426,-0.366512921,-0.366512921,0.32663426,1.537513788,1.641863664,1.432979632,1.385384986,2.066990226,1.588794251,0.209093519,0.256178775,1.128508398,1.453173762,2.121403663,1.366594929,2.284121467,2.23110683,0.053014637
68,buick,-0.366512921,-0.366512921,0.32663426,-0.366512921,-0.366512921,0.475884995,1.547664709,1.658561303,1.447570958,1.39481809,2.099831595,1.650481224,0.243230687,0.256178775,1.121043137,1.571151109,2.125601001,1.264397686,2.317323041,2.302053215,0.015269826
69,buick,-0.366512921,-0.366512921,0.32663426,0.094047828,-0.366512921,0.475884995,1.547664709,1.658561303,1.447570958,1.404242261,2.107726611,1.650481224,0.243230687,0.256178775,1.121043137,1.571151109,2.125601001,1.264397686,2.327158473,2.310561949,0.016596524
70,buick,-0.366512921,-0.366512921,-0.366512921,0.32663426,-0.366512921,0.475884995,1.541163602,1.65513355,1.447570958,1.387671749,2.099132478,1.650481224,0.243230687,0.256178775,1.121043137,1.571151109,2.125601001,1.264397686,2.326909426,2.301299753,0.025609674
71,buick,-0.366512921,-0.366512921,0.32663426,-0.366512921,-0.366512921,0.475884995,1.55817324,1.669824123,1.45219697,1.393938702,2.108372754,1.650481224,0.243230687,0.256178775,1.121043137,1.571151109,2.125601001,1.264397686,2.338040302,2.31125832,0.026781982
72,buick,#NAME?,#NAME?,0.32663426,-0.366512921,-0.366512921,0.732099368,1.55817324,1.669824123,1.45219697,1.39481809,2.107402088,1.696591484,0.216133912,0.12345767,0.74964826,1.618085438,2.136046318,1.169032176,2.345597932,2.329731787,0.015866144
73,buick,#NAME?,#NAME?,-0.366512921,0.32663426,-0.366512921,0.732099368,1.519639836,1.647623885,1.448238749,1.368104004,2.105599641,1.696591484,0.216133912,0.12345767,0.74964826,1.618085438,2.136046318,1.169032176,2.348007886,2.327789228,0.020218658
74,buick,#NAME?,#NAME?,0.32663426,-0.366512921,-0.366512921,0.732099368,1.56756615,1.67485456,1.45219697,1.395693602,2.112481152,1.745732945,0.288932091,0.189760772,0.732099368,1.65152677,2.129639367,1.128508398,2.362772091,2.349578235,0.013193856
75,buick,#NAME?,#NAME?,-0.366512921,0.32663426,-0.366512921,0.732099368,1.551490713,1.666632535,1.453173762,1.389932633,2.106586505,1.743449038,0.288932091,0.189760772,0.732099368,1.65152677,2.129639367,1.128508398,2.372415902,2.342959087,0.029456815
76,mercury,#NAME?,-0.366512921,-0.366512921,#NAME?,-0.366512921,0.32663426,1.532948177,1.645582403,1.439718464,1.387216484,2.076425543,1.59769775,0.284971409,0.129125578,0.732099368,1.641863664,2.142086849,1.233722036,2.273289895,2.286072628,-0.012782733
77,mitsubishi,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.512948639,1.621001755,1.426743558,1.368104004,2.022743967,1.508907618,0.084857516,0.159122986,0.806792641,1.439718464,2.153215028,1.399157512,2.150844936,2.169779194,-0.018934258
78,mitsubishi,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.512948639,1.621001755,1.426743558,1.368104004,2.024523658,1.508907618,0.084857516,0.159122986,0.806792641,1.439718464,2.153215028,1.364054633,2.166825941,2.173533102,-0.006707161
79,mitsubishi,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.512948639,1.621001755,1.426743558,1.368104004,2.028529814,1.508907618,0.084857516,0.159122986,0.806792641,1.439718464,2.153215028,1.364054633,2.175345318,2.177850677,-0.002505358
80,mitsubishi,#NAME?,-0.366512921,-0.366512921,#NAME?,#NAME?,0.32663426,1.511295614,1.621001755,1.424493685,1.368104004,2.037433275,1.522783013,0.103064239,0.199530891,0.707123183,1.531470493,2.153215028,1.298435802,2.191379306,2.210394877,-0.019015571
81,mitsubishi,#NAME?,-0.366512921,-0.366512921,#NAME?,#NAME?,0.32663426,1.518959073,1.639635655,1.430436181,1.360963841,2.050353203,1.547664709,0.143001548,0.216133912,0.700571065,1.558900162,2.153215028,1.291320319,2.21988064,2.232943236,-0.013062596
82,mitsubishi,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.518959073,1.639635655,1.430436181,1.360963841,2.048049529,1.569453285,0.189760772,0.216133912,0.760836746,1.499028409,2.142086849,1.311994235,2.202511,2.220239766,-0.017728766
83,mitsubishi,#NAME?,-0.366512921,-0.366512921,#NAME?,#NAME?,0.32663426,1.518047357,1.639859836,1.43370021,1.365074562,2.073057645,1.619359729,0.243230687,0.30059868,0.665729811,1.604773801,2.142086849,1.233722036,2.245353257,2.277732993,-0.032379736
84,mitsubishi,#NAME?,-0.366512921,-0.366512921,#NAME?,#NAME?,0.32663426,1.518047357,1.639859836,1.43370021,1.365074562,2.076898474,1.619359729,0.245415443,0.30059868,0.665729811,1.604773801,2.142086849,1.233722036,2.262495516,2.281872388,-0.019376871
85,mitsubishi,#NAME?,-0.366512921,-0.366512921,#NAME?,#NAME?,0.32663426,1.518047357,1.639859836,1.43370021,1.365074562,2.07711278,1.619359729,0.245415443,0.30059868,0.665729811,1.604773801,2.142086849,1.233722036,2.259797107,2.282103353,-0.022306246
86,mitsubishi,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.518959073,1.63896125,1.430436181,1.37207415,2.050081382,1.569453285,0.189760772,0.216133912,0.760836746,1.499028409,2.142086849,1.311994235,2.180653902,2.222429565,-0.041775663
87,mitsubishi,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.518959073,1.63896125,1.430436181,1.37207415,2.052238006,1.569453285,0.189760772,0.216133912,0.760836746,1.499028409,2.142086849,1.311994235,2.198395788,2.224753834,-0.026358046
88,mitsubishi,#NAME?,-0.366512921,0.32663426,-0.366512921,#NAME?,0.32663426,1.518959073,1.63896125,1.430436181,1.37207415,2.052131139,1.547664709,0.143001548,0.216133912,0.700571065,1.558900162,2.153215028,1.291320319,2.212168915,2.23485938,-0.022690465
89,mitsubishi,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.518959073,1.63896125,1.430436181,1.37207415,2.052131139,1.547664709,0.143001548,0.216133912,0.700571065,1.558900162,2.153215028,1.291320319,2.212168915,2.23485938,-0.022690465
90,Nissan,#NAME?,#NAME?,-0.366512921,-0.366512921,#NAME?,0.32663426,1.514819457,1.630761344,1.424493685,1.385844435,2.020726414,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.153193915,2.171605632,-0.018411717
91,nissan,-0.366512921,#NAME?,-0.366512921,-0.366512921,#NAME?,0.32663426,1.514819457,1.630761344,1.424493685,1.385844435,2.029379928,1.533577727,0.091004001,0.218456258,1.127033433,1.388125979,2.137282433,1.44656486,2.1824165,2.16726321,0.01515329
92,nissan,#NAME?,#NAME?,-0.366512921,-0.366512921,#NAME?,0.32663426,1.514819457,1.630761344,1.424493685,1.385844435,2.022743967,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.175004161,2.173780019,0.001224141
93,nissan,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.514819457,1.630761344,1.424493685,1.385844435,2.024115362,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.178365404,2.175258019,0.003107385
94,nissan,#NAME?,#NAME?,0.32663426,0.094047828,#NAME?,0.32663426,1.514819457,1.636464232,1.424493685,1.38120183,2.029835117,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.186311864,2.181422399,0.004889465
95,nissan,#NAME?,#NAME?,-0.366512921,-0.366512921,#NAME?,0.32663426,1.514819457,1.630761344,1.424493685,1.385844435,2.024998204,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.185544703,2.176209489,0.009335213
96,nissan,#NAME?,#NAME?,-0.366512921,#NAME?,#NAME?,0.32663426,1.514819457,1.631116278,1.424493685,1.380260275,2.030094427,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.19296561,2.181701866,0.011263744
97,nissan,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.514819457,1.630761344,1.424493685,1.385844435,2.026343502,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.188578973,2.177659364,0.01091961
98,nissan,#NAME?,#NAME?,0.32663426,0.094047828,#NAME?,0.32663426,1.514819457,1.636464232,1.424493685,1.38120183,2.030675763,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.195787079,2.182328393,0.013458687
99,nissan,#NAME?,#NAME?,-0.366512921,0.32663426,#NAME?,0.32663426,1.516209937,1.627290095,1.424493685,1.380260275,2.028792051,1.520543523,0.137500651,0.174698882,0.806792641,1.443172327,2.146681166,1.361482238,2.199205643,2.18029825,0.018907393
100,nissan,#NAME?,#NAME?,0.32663426,#NAME?,#NAME?,0.32663426,1.520993665,1.640083709,1.429703279,1.38676018,2.047827688,1.56600663,0.184795414,0.218456258,0.760836746,1.520543523,2.146681166,1.330831765,2.208197166,2.222810816,-0.01461365
101,nissan,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.32663426,1.520993665,1.640083709,1.429703279,1.38676018,2.046599806,1.56600663,0.184795414,0.218456258,0.760836746,1.520543523,2.146681166,1.330831765,2.215303685,2.221487484,-0.006183799
102,nissan,#NAME?,#NAME?,0.32663426,-0.366512921,#NAME?,0.583198081,1.528046107,1.649111787,1.4344181,1.388579178,2.084123463,1.648369551,0.209093519,0.169565531,0.787195008,1.614202647,2.146681166,1.2036341,2.252382876,2.296454255,-0.044071379
